city;lat;lng;country;iso2;iso3
Požega;45.3403;17.6853;Croatia;EU;HRV
Virovitica;45.8319;17.3839;Croatia;EU;HRV
Rijeka;45.33;14.45;Croatia;EU;HRV
Krapina;46.1608;15.8789;Croatia;EU;HRV
Dubrovnik;42.6609;18.0914;Croatia;EU;HRV
Sisak;45.4661;16.3783;Croatia;EU;HRV
Osijek;45.5504;18.68;Croatia;EU;HRV
Koprivnica;46.1628;16.8275;Croatia;EU;HRV
Čakovec;46.3844;16.4339;Croatia;EU;HRV
Vukovar;45.3433;18.9997;Croatia;EU;HRV
Zadar;44.1201;15.2623;Croatia;EU;HRV
Gospić;44.5461;15.3747;Croatia;EU;HRV
Varaždin;46.3044;16.3378;Croatia;EU;HRV
Split;43.5204;16.47;Croatia;EU;HRV
Pazin;45.2403;13.9367;Croatia;EU;HRV
Zagreb;45.8;16.0;Croatia;EU;HRV
Karlovac;45.4872;15.5478;Croatia;EU;HRV
Bjelovar;45.8986;16.8489;Croatia;EU;HRV
Pula;44.8687;13.8481;Croatia;EU;HRV
Port-au-Prince;18.541;-72.336;Haiti;NA;HTI
Port-De-Paix;19.9318;-72.8295;Haiti;NA;HTI
Cap-Haïtien;19.7592;-72.2125;Haiti;NA;HTI
Gonaïves;19.4504;-72.6832;Haiti;NA;HTI
Hinche;19.143;-72.004;Haiti;NA;HTI
Fort-Liberté;19.6656;-71.8448;Haiti;NA;HTI
Jacmel;18.235;-72.537;Haiti;NA;HTI
Miragoâne;18.4411;-73.0883;Haiti;NA;HTI
Les Cayes;18.2004;-73.75;Haiti;NA;HTI
Jérémie;18.6339;-74.1184;Haiti;NA;HTI
Szolnok;47.1864;20.1794;Hungary;EU;HUN
Hódmezővásárhely;46.4167;20.3333;Hungary;EU;HUN
Nagykanizsa;46.5142;16.9717;Hungary;EU;HUN
Nyíregyháza;47.9653;21.7187;Hungary;EU;HUN
Budapest;47.5;19.0833;Hungary;EU;HUN
Békéscsaba;46.672;21.101;Hungary;EU;HUN
Eger;46.4;17.5833;Hungary;EU;HUN
Zalaegerszeg;46.844;16.84;Hungary;EU;HUN
Szeged;46.2504;20.15;Hungary;EU;HUN
Kaposvár;46.367;17.8;Hungary;EU;HUN
Sopron;47.6833;16.6;Hungary;EU;HUN
Kecskemét;46.9;19.7;Hungary;EU;HUN
Debrecen;47.5305;21.63;Hungary;EU;HUN
Miskolc;48.1004;20.78;Hungary;EU;HUN
Szombathely;47.2253;16.6287;Hungary;EU;HUN
Dunaújváros;46.9807;18.9327;Hungary;EU;HUN
Veszprém;47.091;17.911;Hungary;EU;HUN
Salgótarján;48.105;19.826;Hungary;EU;HUN
Székesfehérvár;47.1947;18.4081;Hungary;EU;HUN
Győr;47.7004;17.63;Hungary;EU;HUN
Tatabánya;47.55;18.433;Hungary;EU;HUN
Pécs;46.0804;18.22;Hungary;EU;HUN
Szekszárd;46.344;18.713;Hungary;EU;HUN
Eger;47.895;20.383;Hungary;EU;HUN
Vác;47.7837;19.1332;Hungary;EU;HUN
Sukabumi;-6.9096;106.9;Indonesia;AS;IDN
Surakarta;-7.565;110.825;Indonesia;AS;IDN
Bogor;-6.57;106.75;Indonesia;AS;IDN
Magelang;-7.4696;110.18;Indonesia;AS;IDN
Majene;-3.5336;118.966;Indonesia;AS;IDN
Ende;-8.8623;121.6489;Indonesia;AS;IDN
Maumere;-8.6189;122.2123;Indonesia;AS;IDN
Kediri;-7.7896;112.0;Indonesia;AS;IDN
Sibolga;1.75;98.8;Indonesia;AS;IDN
Binjai;3.6204;98.5001;Indonesia;AS;IDN
Tebingtinggi;3.3304;99.13;Indonesia;AS;IDN
Lhokseumawe;5.1914;97.1415;Indonesia;AS;IDN
Bekasi;-6.2173;106.9723;Indonesia;AS;IDN
Malang;-7.98;112.61;Indonesia;AS;IDN
Pakalongan;-6.8796;109.67;Indonesia;AS;IDN
Madiun;-7.6346;111.515;Indonesia;AS;IDN
Tegal;-6.8696;109.12;Indonesia;AS;IDN
Cirebon;-6.7333;108.5666;Indonesia;AS;IDN
Medan;3.58;98.65;Indonesia;AS;IDN
Salatiga;-7.3095;110.4901;Indonesia;AS;IDN
Poso;-1.3896;120.76;Indonesia;AS;IDN
Surabaya;-7.2492;112.7508;Indonesia;AS;IDN
Jakarta;-6.1744;106.8294;Indonesia;AS;IDN
Pematangsiantar;2.9614;99.0615;Indonesia;AS;IDN
Probolinggo;-7.7496;113.15;Indonesia;AS;IDN
Pasuruan;-7.6296;112.9;Indonesia;AS;IDN
Mojokerto;-7.4696;112.43;Indonesia;AS;IDN
Baubau;-5.4699;122.6163;Indonesia;AS;IDN
Parepare;-4.0167;119.6333;Indonesia;AS;IDN
Blitar;-8.0696;112.15;Indonesia;AS;IDN
Watampone;-4.5328;120.3334;Indonesia;AS;IDN
Raba;-8.45;118.7666;Indonesia;AS;IDN
Tuban;-6.8995;112.05;Indonesia;AS;IDN
Pati;-6.7415;111.0347;Indonesia;AS;IDN
Kotabumi;-4.8333;104.9;Indonesia;AS;IDN
Denpasar;-8.65;115.22;Indonesia;AS;IDN
Kuta;-8.7151;115.1841;Indonesia;AS;IDN
Biak;-1.1615;136.0485;Indonesia;AS;IDN
Perabumulih;-3.4432;104.2315;Indonesia;AS;IDN
Sungaipenuh;-2.0631;101.3964;Indonesia;AS;IDN
Manado;1.48;124.85;Indonesia;AS;IDN
Timika;-4.5496;136.89;Indonesia;AS;IDN
Amahai;-3.3281;128.9405;Indonesia;AS;IDN
Telukbutun;4.217;108.2;Indonesia;AS;IDN
Sampit;-2.5329;112.95;Indonesia;AS;IDN
Martapura;-3.4135;114.8365;Indonesia;AS;IDN
Jambi;-1.59;103.61;Indonesia;AS;IDN
Tanjungpandan;-2.75;107.65;Indonesia;AS;IDN
Sumenep;-7.0049;113.8496;Indonesia;AS;IDN
Tarakan;3.3;117.633;Indonesia;AS;IDN
Sorong;-0.8554;131.285;Indonesia;AS;IDN
Singkawang;912;108.9655;Indonesia;AS;IDN
Bukittinggi;-0.3031;100.3615;Indonesia;AS;IDN
Tasikmalaya;-7.3254;108.2147;Indonesia;AS;IDN
Sawahlunto;-0.6663;100.7833;Indonesia;AS;IDN
Langsa;4.6736;97.9664;Indonesia;AS;IDN
Ruteng;-8.6118;120.4698;Indonesia;AS;IDN
Merauke;-8.4932;140.4018;Indonesia;AS;IDN
Banyuwangi;-8.195;114.3696;Indonesia;AS;IDN
Jember;-8.1727;113.6873;Indonesia;AS;IDN
Nabire;-3.3515;135.5134;Indonesia;AS;IDN
Lahat;-3.8;103.5333;Indonesia;AS;IDN
Cilacap;-7.7188;109.0154;Indonesia;AS;IDN
Indramayu;-6.3356;108.319;Indonesia;AS;IDN
Praya;-8.7223;116.2923;Indonesia;AS;IDN
Waingapu;-9.6582;120.253;Indonesia;AS;IDN
Ternate;793;127.363;Indonesia;AS;IDN
Kualakapuas;-3.0996;114.35;Indonesia;AS;IDN
Balikpapan;-1.25;116.83;Indonesia;AS;IDN
Bontang;0.1333;117.5;Indonesia;AS;IDN
Singaraja;-8.1152;115.0944;Indonesia;AS;IDN
Pinrang;-3.7857;119.6522;Indonesia;AS;IDN
Makale;-3.0968;119.8531;Indonesia;AS;IDN
Palopo;-3.0999;120.2363;Indonesia;AS;IDN
Luwuk;-0.9396;122.79;Indonesia;AS;IDN
Tarutung;2.0171;98.9667;Indonesia;AS;IDN
Padangsidempuan;1.3887;99.2734;Indonesia;AS;IDN
Padangpanjang;-0.4496;100.4167;Indonesia;AS;IDN
Ambon;-3.7167;128.2;Indonesia;AS;IDN
Padang;-0.96;100.36;Indonesia;AS;IDN
Banda Aceh;5.55;95.32;Indonesia;AS;IDN
Bandar Lampung;-5.43;105.27;Indonesia;AS;IDN
Bandung;-6.95;107.57;Indonesia;AS;IDN
Bandjarmasin;-3.33;114.5801;Indonesia;AS;IDN
Bengkulu;-3.8;102.27;Indonesia;AS;IDN
Gorontalo;0.55;123.07;Indonesia;AS;IDN
Jayapura;-2.533;140.7;Indonesia;AS;IDN
Kendari;-3.9553;122.5973;Indonesia;AS;IDN
Kupang;-10.1787;123.583;Indonesia;AS;IDN
Ujungpandang;-5.14;119.432;Indonesia;AS;IDN
Mamuju;-2.6806;118.8861;Indonesia;AS;IDN
Manokwari;-0.8711;134.0693;Indonesia;AS;IDN
Palangkaraya;-2.2096;113.91;Indonesia;AS;IDN
Palembang;-2.98;104.75;Indonesia;AS;IDN
Palu;-907;119.833;Indonesia;AS;IDN
Pangkalpinang;-2.08;106.15;Indonesia;AS;IDN
Pekanbaru;565;101.425;Indonesia;AS;IDN
Pontianak;-0.03;109.32;Indonesia;AS;IDN
Samarinda;-0.5;117.15;Indonesia;AS;IDN
Semarang;-6.9666;110.42;Indonesia;AS;IDN
Serang;-6.11;106.1496;Indonesia;AS;IDN
Tanjung Selor;2.8375;117.3653;Indonesia;AS;IDN
Tanjungpinang;0.9168;104.4714;Indonesia;AS;IDN
Yogyakarta;-7.78;110.375;Indonesia;AS;IDN
Mataram;-8.5795;116.135;Indonesia;AS;IDN
Sofifi;0.7373;127.5588;Indonesia;AS;IDN
Tidore;0.6964;127.436;Indonesia;AS;IDN
Sligo;54.2671;-8.4833;Ireland;EU;IRL
Mullingar;53.5333;-7.35;Ireland;EU;IRL
Drogheda;53.7193;-6.3478;Ireland;EU;IRL
Dundalk;54.0004;-6.4167;Ireland;EU;IRL
Muineachan;54.25;-6.9667;Ireland;EU;IRL
Port Laoise;53.0322;-7.3;Ireland;EU;IRL
Longford;53.7333;-7.8;Ireland;EU;IRL
Shannon;52.7038;-8.8641;Ireland;EU;IRL
Tralee;52.2667;-9.7167;Ireland;EU;IRL
Lifford;54.8319;-7.4836;Ireland;EU;IRL
Wicklow;52.975;-6.0494;Ireland;EU;IRL
Kilkenny;52.6545;-7.2523;Ireland;EU;IRL
An Cabhán;53.9908;-7.3606;Ireland;EU;IRL
Carrick on Shannon;53.9469;-8.09;Ireland;EU;IRL
Wexford;52.3342;-6.4575;Ireland;EU;IRL
Donegal;54.65;-8.1167;Ireland;EU;IRL
Killarney;52.0504;-9.5167;Ireland;EU;IRL
Ros Comain;53.6333;-8.1833;Ireland;EU;IRL
Galway;53.2724;-9.0488;Ireland;EU;IRL
Cork;51.8986;-8.4958;Ireland;EU;IRL
Dublin;53.3331;-6.2489;Ireland;EU;IRL
Trim;53.555;-6.7917;Ireland;EU;IRL
Waterford;52.2583;-7.1119;Ireland;EU;IRL
Limerick;52.6647;-8.6231;Ireland;EU;IRL
Clonmel;52.355;-7.7039;Ireland;EU;IRL
Nenagh;52.8619;-8.1967;Ireland;EU;IRL
Swords;53.4597;-6.2181;Ireland;EU;IRL
Dunleary;53.2925;-6.1286;Ireland;EU;IRL
Tallaght;53.2878;-6.3411;Ireland;EU;IRL
Castlebar;53.85;-9.3;Ireland;EU;IRL
Naas;53.2158;-6.6669;Ireland;EU;IRL
Carlow;52.8408;-6.9261;Ireland;EU;IRL
Ennis;52.8436;-8.9864;Ireland;EU;IRL
Tullamore;53.2739;-7.4889;Ireland;EU;IRL
Jerusalem;31.7784;35.2066;Israel;AS;ISR
Beer Sheva;31.25;34.83;Israel;AS;ISR
Nazareth;32.704;35.2955;Israel;AS;ISR
Tel Aviv-Yafo;32.08;34.77;Israel;AS;ISR
Haifa;32.8204;34.98;Israel;AS;ISR
Ramla;31.9167;34.8667;Israel;AS;ISR
Douglas;54.1504;-4.48;Isle Of Man;EU;IMN
Kavaratti;10.5626;72.6369;India;AS;IND
New Delhi;28.6;77.2;India;AS;IND
Tezpur;26.6338;92.8;India;AS;IND
Jullundur;31.3349;75.569;India;AS;IND
Navsari;20.8504;72.92;India;AS;IND
Asansol;23.6833;86.9833;India;AS;IND
Port Blair;11.667;92.736;India;AS;IND
Kota;25.18;75.835;India;AS;IND
Saharanpur;29.97;77.55;India;AS;IND
Bhuj;23.2504;69.81;India;AS;IND
Gurgaon;28.45;77.02;India;AS;IND
Simla;31.1;77.1666;India;AS;IND
Muzaffarpur;26.1204;85.3799;India;AS;IND
Gaya;24.8;85.0;India;AS;IND
Ratlam;23.3504;75.03;India;AS;IND
Gwalior;26.23;78.1801;India;AS;IND
Baramula;34.2004;74.35;India;AS;IND
Guwahati;26.16;91.77;India;AS;IND
Dispur;26.144;91.7666;India;AS;IND
Bidar;17.9229;77.5175;India;AS;IND
Pune;18.53;73.85;India;AS;IND
Ahmedabad;23.0301;72.58;India;AS;IND
Haldia;22.0257;88.0583;India;AS;IND
Bhagalpur;25.23;86.98;India;AS;IND
Ujjain;23.1904;75.79;India;AS;IND
Tonk;26.1505;75.79;India;AS;IND
Agartala;23.8354;91.28;India;AS;IND
Silchar;24.7904;92.79;India;AS;IND
Vellore;12.9204;79.15;India;AS;IND
Bharatpur;27.2504;77.5;India;AS;IND
Siliguri;26.7204;88.455;India;AS;IND
Gangtok;27.3333;88.6166;India;AS;IND
Cuttack;20.47;85.8899;India;AS;IND
Alipur Duar;26.4837;89.5667;India;AS;IND
Bhubaneshwar;20.2704;85.8274;India;AS;IND
Dibrugarh;27.4833;94.9;India;AS;IND
Jorhat;26.75;94.2167;India;AS;IND
Hospet;15.2804;76.375;India;AS;IND
Tuticorin;8.82;78.13;India;AS;IND
Sangli;16.8604;74.575;India;AS;IND
Sholapur;17.6704;75.9;India;AS;IND
Mumbai;19.017;72.857;India;AS;IND
Diu;20.7197;70.9904;India;AS;IND
Sirsa;29.4904;75.03;India;AS;IND
Mangalore;12.9;74.85;India;AS;IND
Thiruvananthapuram;8.5;76.95;India;AS;IND
Kochi;10.015;76.2239;India;AS;IND
Bangalore;12.97;77.56;India;AS;IND
Proddatur;14.7504;78.57;India;AS;IND
Tirupati;13.6504;79.42;India;AS;IND
Vadodara;22.31;73.18;India;AS;IND
Surat;21.2;72.84;India;AS;IND
Aizawl;23.7104;92.72;India;AS;IND
Bhopal;23.25;77.41;India;AS;IND
Hyderabad;17.4;78.48;India;AS;IND
Chandigarh;30.72;76.78;India;AS;IND
Gandhinagar;23.3004;72.6399;India;AS;IND
Imphal;24.8;93.95;India;AS;IND
Kohima;25.667;94.1166;India;AS;IND
Lucknow;26.855;80.915;India;AS;IND
Bijapur;16.8354;75.71;India;AS;IND
Chennai;13.09;80.28;India;AS;IND
Guntur;16.33;80.45;India;AS;IND
Rajahmundry;17.0303;81.79;India;AS;IND
Haora;22.5804;88.3299;India;AS;IND
Raurkela;22.2304;84.83;India;AS;IND
Dhanbad;23.8004;86.42;India;AS;IND
Bhatpara;22.8504;88.52;India;AS;IND
Kolkata;22.495;88.3247;India;AS;IND
Shillong;25.5705;91.88;India;AS;IND
Puri;19.8204;85.9;India;AS;IND
Krishnanagar;23.3803;88.53;India;AS;IND
Jamshedpur;22.7875;86.1975;India;AS;IND
Jodhpur;26.2918;73.0168;India;AS;IND
Sikar;27.6104;75.14;India;AS;IND
Barddhaman;23.2504;87.865;India;AS;IND
Medinipur;22.3304;87.15;India;AS;IND
Vishakhapatnam;17.73;83.305;India;AS;IND
Silvassa;20.2666;73.0166;India;AS;IND
Kolhapur;16.7;74.22;India;AS;IND
Latur;18.4004;76.57;India;AS;IND
Pondicherry;11.935;79.83;India;AS;IND
Brahmapur;19.32;84.8;India;AS;IND
Bhiwandi;19.35;73.13;India;AS;IND
Rajkot;22.31;70.8;India;AS;IND
Kalyan;19.2502;73.1602;India;AS;IND
Coimbatore;11.0;76.95;India;AS;IND
Nasik;20.0004;73.78;India;AS;IND
Porbandar;21.67;69.67;India;AS;IND
Parbhani;19.2704;76.76;India;AS;IND
Akola;20.71;77.01;India;AS;IND
Ahmednagar;19.1104;74.75;India;AS;IND
Aurangabad;19.8957;75.3203;India;AS;IND
Daman;20.417;72.85;India;AS;IND
Ranchi;23.37;85.33;India;AS;IND
Itanagar;27.1004;93.6166;India;AS;IND
Raipur;21.235;81.635;India;AS;IND
Kozhikode;11.2504;75.77;India;AS;IND
Machilipatnam;16.2004;81.18;India;AS;IND
Khammam;17.2804;80.1601;India;AS;IND
Kakinada;16.9675;82.2375;India;AS;IND
Panaji;15.492;73.818;India;AS;IND
Bhavnagar;21.7784;72.13;India;AS;IND
Karnal;29.6804;76.97;India;AS;IND
Rohtak;28.9;76.58;India;AS;IND
Hisar;29.17;75.725;India;AS;IND
Abohar;30.1204;74.29;India;AS;IND
Agra;27.1704;78.015;India;AS;IND
Alwar;27.5454;76.6049;India;AS;IND
Bhilwara;25.3504;74.635;India;AS;IND
Udaipur;24.6;73.73;India;AS;IND
Meerut;29.0004;77.7;India;AS;IND
Delhi;28.67;77.23;India;AS;IND
Rampur;28.8154;79.025;India;AS;IND
Ludhiana;30.9278;75.8723;India;AS;IND
Sonipat;29.0;77.02;India;AS;IND
Dehra Dun;30.3204;78.05;India;AS;IND
Ghaziabad;28.6604;77.4084;India;AS;IND
Faridabad;28.4333;77.3167;India;AS;IND
Amravati;20.95;77.77;India;AS;IND
Bhiwani;28.81;76.125;India;AS;IND
Gulbarga;17.35;76.82;India;AS;IND
Mathura;27.5;77.67;India;AS;IND
Hapur;28.7437;77.7628;India;AS;IND
Bhilai;21.2167;81.4333;India;AS;IND
Warangal;18.01;79.58;India;AS;IND
Raichur;16.2104;77.355;India;AS;IND
Firozabad;27.15;78.3949;India;AS;IND
Burhanpur;21.3004;76.13;India;AS;IND
Ambala;30.32;76.82;India;AS;IND
Varanasi;25.33;83.0;India;AS;IND
Hathras;27.6;78.05;India;AS;IND
Shahjahanpur;27.8804;79.905;India;AS;IND
Jabalpur;23.1751;79.9551;India;AS;IND
Patiala;30.3204;76.385;India;AS;IND
Nagpur;21.17;79.09;India;AS;IND
Bulandshahr;28.4104;77.8484;India;AS;IND
Nanded;19.17;77.3;India;AS;IND
Hoshiarpur;31.52;75.98;India;AS;IND
Aligarh;27.8922;78.0618;India;AS;IND
Mirzapur;25.1454;82.57;India;AS;IND
Bikaner;28.0304;73.3299;India;AS;IND
Srinagar;34.1;74.815;India;AS;IND
Jhansi;25.453;78.5575;India;AS;IND
Fatehpur;25.8804;80.8;India;AS;IND
Sagar;23.8504;78.75;India;AS;IND
Bahraich;27.6204;81.6699;India;AS;IND
Kanpur;26.46;80.32;India;AS;IND
Gorakhpur;26.7504;83.38;India;AS;IND
Jammu;32.7118;74.8467;India;AS;IND
Nizamabad;18.6704;78.1;India;AS;IND
Faizabad;26.7504;82.17;India;AS;IND
Sopore;34.3;74.4667;India;AS;IND
Allahabad;25.455;81.84;India;AS;IND
Sambalpur;21.4704;83.9701;India;AS;IND
Pathankot;32.2703;75.72;India;AS;IND
Bilaspur;22.0904;82.16;India;AS;IND
Indore;22.7151;75.865;India;AS;IND
Sitapur;27.63;80.75;India;AS;IND
Malegaon;20.5604;74.525;India;AS;IND
Dhule;20.9;74.77;India;AS;IND
Panipat;29.4004;76.97;India;AS;IND
Muzaffarnagar;29.485;77.695;India;AS;IND
Ongole;15.5604;80.05;India;AS;IND
Jaipur;26.9211;75.81;India;AS;IND
Moradabad;28.8418;78.7568;India;AS;IND
Pali;25.7904;73.3299;India;AS;IND
Vijayawada;16.52;80.63;India;AS;IND
Budaun;28.03;79.09;India;AS;IND
Bareilly;28.3454;79.42;India;AS;IND
Aurangabad;24.7704;84.38;India;AS;IND
Vizianagaram;18.1204;83.5;India;AS;IND
Chirala;15.8604;80.34;India;AS;IND
Ajmer;26.45;74.64;India;AS;IND
Pilibhit;28.64;79.81;India;AS;IND
Hindupur;13.7804;77.49;India;AS;IND
Mandya;12.5704;76.92;India;AS;IND
Karimnagar;18.4604;79.11;India;AS;IND
Tumkur;13.33;77.1;India;AS;IND
Mysore;12.31;76.66;India;AS;IND
Hubli;15.36;75.125;India;AS;IND
Shimoga;13.9304;75.56;India;AS;IND
Chandrapur;19.97;79.3;India;AS;IND
Bellary;15.15;76.915;India;AS;IND
Davangere;14.47;75.92;India;AS;IND
Amritsar;31.64;74.87;India;AS;IND
Belgaum;15.865;74.505;India;AS;IND
Etawah;26.7855;79.015;India;AS;IND
Patna;25.625;85.13;India;AS;IND
Purnia;25.7854;87.48;India;AS;IND
Bhusawal;21.02;75.83;India;AS;IND
Nandyal;15.5204;78.48;India;AS;IND
Kurnool;15.83;78.03;India;AS;IND
Kolar;13.1337;78.1334;India;AS;IND
Nellore;14.44;79.9899;India;AS;IND
Tiruvannamalai;12.2604;79.1;India;AS;IND
Kanchipuram;12.8337;79.7167;India;AS;IND
Valparai;10.3204;76.97;India;AS;IND
Tiruppur;11.0804;77.33;India;AS;IND
Alappuzha;9.5004;76.37;India;AS;IND
Kollam;8.9004;76.57;India;AS;IND
Karur;10.9504;78.0833;India;AS;IND
Kumbakonam;10.9805;79.4;India;AS;IND
Thanjavur;10.7704;79.15;India;AS;IND
Nagercoil;8.1804;77.43;India;AS;IND
Tirunelveli;8.7304;77.69;India;AS;IND
Rajapalaiyam;9.4204;77.58;India;AS;IND
Salem;11.67;78.1801;India;AS;IND
Tiruchirappalli;10.81;78.69;India;AS;IND
Madurai;9.92;78.12;India;AS;IND
Cuddalore;11.7204;79.77;India;AS;IND
Dindigul;10.38;78.0;India;AS;IND
Mandali;33.7436;45.5464;Iraq;AS;IRQ
Baghdad;33.3386;44.3939;Iraq;AS;IRQ
As Sulaymaniyah;35.5613;45.4309;Iraq;AS;IRQ
As Samawah;31.3099;45.2803;Iraq;AS;IRQ
Ash Shatrah;31.4175;46.1772;Iraq;AS;IRQ
Mosul;36.345;43.145;Iraq;AS;IRQ
Kirkuk;35.4722;44.3923;Iraq;AS;IRQ
Tikrit;34.597;43.677;Iraq;AS;IRQ
Baqubah;33.7476;44.6573;Iraq;AS;IRQ
Karbala;32.6149;44.0245;Iraq;AS;IRQ
Al Amarah;31.8416;47.1512;Iraq;AS;IRQ
Samarra;34.194;43.875;Iraq;AS;IRQ
Ar Rutbah;33.0385;40.2845;Iraq;AS;IRQ
Al Musayyib;32.7786;44.29;Iraq;AS;IRQ
Tall Afar;36.376;42.4497;Iraq;AS;IRQ
Ar Ramadi;33.42;43.3;Iraq;AS;IRQ
Dahuk;36.8667;43.0;Iraq;AS;IRQ
Al Fallujah;33.3477;43.7773;Iraq;AS;IRQ
Az Aubayr;30.3892;47.708;Iraq;AS;IRQ
Al Hillah;32.4721;44.4217;Iraq;AS;IRQ
An Najaf;32.0003;44.3354;Iraq;AS;IRQ
Ad Diwaniyah;31.9889;44.924;Iraq;AS;IRQ
Al Kut;32.4907;45.8304;Iraq;AS;IRQ
An Nasiriyah;31.0429;46.2676;Iraq;AS;IRQ
Basra;30.5135;47.8136;Iraq;AS;IRQ
Zakho;37.1445;42.6872;Iraq;AS;IRQ
Irbil;36.179;44.0086;Iraq;AS;IRQ
Bojnurd;37.47;57.32;Iran;AS;IRN
Mahabad;36.7704;45.72;Iran;AS;IRN
Ardabil;38.25;48.3;Iran;AS;IRN
Isfahan;32.7;51.7;Iran;AS;IRN
Urmia;37.53;45.0;Iran;AS;IRN
Zahedan;29.5;60.83;Iran;AS;IRN
Īlām;33.6374;46.4227;Iran;AS;IRN
Bandar-e-Abbas;27.2041;56.2721;Iran;AS;IRN
Kermanshah;34.38;47.06;Iran;AS;IRN
Tabriz;38.0863;46.3012;Iran;AS;IRN
Khorramabad;33.4804;48.35;Iran;AS;IRN
Hamadan;34.796;48.515;Iran;AS;IRN
Yasuj;30.659;51.594;Iran;AS;IRN
Sari;36.5504;53.1;Iran;AS;IRN
Birjand;32.88;59.2199;Iran;AS;IRN
Kerman;30.3;57.08;Iran;AS;IRN
Sārī;36.5633;53.0601;Iran;AS;IRN
Ilam;33.6304;46.43;Iran;AS;IRN
Sanandaj;35.3;47.02;Iran;AS;IRN
Abadan;30.3307;48.2797;Iran;AS;IRN
Shiraz;29.63;52.57;Iran;AS;IRN
Bandar-e Bushehr;28.92;50.83;Iran;AS;IRN
Mashhad;36.27;59.57;Iran;AS;IRN
Yazd;31.9201;54.37;Iran;AS;IRN
Semnan;35.5548;53.3743;Iran;AS;IRN
Karaj;35.8004;50.97;Iran;AS;IRN
Maragheh;37.4204;46.22;Iran;AS;IRN
Borujerd;33.92;48.8;Iran;AS;IRN
Amol;36.4713;52.3633;Iran;AS;IRN
Saveh;35.0218;50.3314;Iran;AS;IRN
Kashmar;35.1814;58.4515;Iran;AS;IRN
Torbat-e Jam;35.2233;60.6129;Iran;AS;IRN
Quchan;37.1118;58.5015;Iran;AS;IRN
Khomeini Shahr;32.7004;51.47;Iran;AS;IRN
Shahrud;36.4229;54.9629;Iran;AS;IRN
Ahar;38.4829;47.0629;Iran;AS;IRN
Zabol;31.0215;61.4815;Iran;AS;IRN
Qazvin;36.27;50.0;Iran;AS;IRN
Sirjan;29.47;55.73;Iran;AS;IRN
Marv Dasht;29.8014;52.8215;Iran;AS;IRN
Bam;29.1077;58.362;Iran;AS;IRN
Qasr-e Shirin;34.5124;45.5772;Iran;AS;IRN
Gonbad-e Kavus;37.2518;55.1715;Iran;AS;IRN
Masjed Soleyman;31.98;49.2999;Iran;AS;IRN
Behbehan;30.5818;50.2615;Iran;AS;IRN
Kashan;33.9804;51.58;Iran;AS;IRN
Fasa;28.9718;53.6715;Iran;AS;IRN
Qomsheh;32.0115;51.8597;Iran;AS;IRN
Varamin;35.3166;51.6466;Iran;AS;IRN
Chabahar;25.3004;60.6299;Iran;AS;IRN
Qom;34.65;50.95;Iran;AS;IRN
Dezful;32.3804;48.47;Iran;AS;IRN
Gorgan;36.8303;54.48;Iran;AS;IRN
Rasht;37.3;49.63;Iran;AS;IRN
Sabzewar;36.22;57.63;Iran;AS;IRN
Tehran;35.6719;51.4243;Iran;AS;IRN
Ahvaz;31.28;48.72;Iran;AS;IRN
Malayer;34.32;48.85;Iran;AS;IRN
Zanjan;36.67;48.5;Iran;AS;IRN
Bijar;35.8741;47.5937;Iran;AS;IRN
Neyshabur;36.22;58.82;Iran;AS;IRN
Khvoy;38.5304;44.97;Iran;AS;IRN
Arak;34.0804;49.7;Iran;AS;IRN
Shar e Kord;32.321;50.854;Iran;AS;IRN
Reykjavík;64.15;-21.95;Iceland;EU;ISL
Höfn;64.2723;-15.2139;Iceland;EU;ISL
Akureyi;65.6666;-18.1;Iceland;EU;ISL
Borgarnes;64.5695;-21.8623;Iceland;EU;ISL
Egilsstaðir;65.2674;-14.395;Iceland;EU;ISL
Ísafjörður;66.0833;-23.15;Iceland;EU;ISL
Keflavík;64.0166;-22.5666;Iceland;EU;ISL
Sauðárkrókur;65.7464;-19.639;Iceland;EU;ISL
Selfoss;63.9334;-20.9969;Iceland;EU;ISL
Venice;45.4387;12.335;Italy;EU;ITA
Trento;46.0804;11.12;Italy;EU;ITA
Cagliari;39.2224;9.104;Italy;EU;ITA
Rome;41.896;12.4833;Italy;EU;ITA
Trieste;45.6504;13.8;Italy;EU;ITA
Palermo;38.125;13.35;Italy;EU;ITA
Marsala;37.8054;12.4387;Italy;EU;ITA
Campobasso;41.563;14.656;Italy;EU;ITA
L'Aquila;42.3504;13.39;Italy;EU;ITA
Civitavecchia;42.1004;11.8;Italy;EU;ITA
Catanzaro;38.9004;16.6;Italy;EU;ITA
Genoa;44.41;8.93;Italy;EU;ITA
Ancona;43.6004;13.4999;Italy;EU;ITA
Bologna;44.5004;11.34;Italy;EU;ITA
Potenza;40.642;15.799;Italy;EU;ITA
Bari;41.1142;16.8728;Italy;EU;ITA
Milan;45.47;9.205;Italy;EU;ITA
Turin;45.0704;7.67;Italy;EU;ITA
Naples;40.84;14.245;Italy;EU;ITA
Florence;43.78;11.25;Italy;EU;ITA
Aosta;45.737;7.315;Italy;EU;ITA
Perugia;43.1104;12.39;Italy;EU;ITA
Como;45.81;9.08;Italy;EU;ITA
Novara;45.45;8.62;Italy;EU;ITA
Asti;44.93;8.21;Italy;EU;ITA
