city;lat;lng;country;iso2;iso3
Malishevë;42.4822;20.7458;Kosovo;EU;XKS
Prizren;42.2139;20.7397;Kosovo;EU;XKS
Zubin Potok;42.9144;20.6897;Kosovo;EU;XKS
Kamenicë;42.5781;21.5803;Kosovo;EU;XKS
Viti;42.3214;21.3583;Kosovo;EU;XKS
Shtërpcë;42.2394;21.0272;Kosovo;EU;XKS
Shtime;42.4331;21.0397;Kosovo;EU;XKS
Vushtrri;42.8231;20.9675;Kosovo;EU;XKS
Dragash;42.0265;20.6533;Kosovo;EU;XKS
Podujevë;42.9111;21.1899;Kosovo;EU;XKS
Fushë Kosovë;42.6639;21.0961;Kosovo;EU;XKS
Kaçanik;42.2319;21.2594;Kosovo;EU;XKS
Klinë;42.6217;20.5778;Kosovo;EU;XKS
Leposaviq;43.1039;20.8028;Kosovo;EU;XKS
Pejë;42.66;20.2922;Kosovo;EU;XKS
Rahovec;42.3994;20.6547;Kosovo;EU;XKS
Gjilan;42.4689;21.4633;Kosovo;EU;XKS
Lipjan;42.5217;21.1258;Kosovo;EU;XKS
Obiliq;42.6869;21.0703;Kosovo;EU;XKS
Gjakovë;42.3803;20.4308;Kosovo;EU;XKS
Pristina;42.6666;21.1724;Kosovo;EU;XKS
Deçan;42.5378;20.2911;Kosovo;EU;XKS
Istog;42.7808;20.4875;Kosovo;EU;XKS
Hani i Elezit;42.15;21.2967;Kosovo;EU;XKS
Junik;42.4758;20.2772;Kosovo;EU;XKS
Kllokot;42.3714;21.3744;Kosovo;EU;XKS
Mamushë;42.3308;20.7269;Kosovo;EU;XKS
Partesh;42.4019;21.4336;Kosovo;EU;XKS
Ranillug;42.4922;21.5989;Kosovo;EU;XKS
Ferizaj;42.3706;21.1553;Kosovo;EU;XKS
Zveçan;42.9075;20.8403;Kosovo;EU;XKS
Suharekë;42.3586;20.825;Kosovo;EU;XKS
Gllogovc;42.6283;20.8939;Kosovo;EU;XKS
Mitrovicë;42.8833;20.8667;Kosovo;EU;XKS
Skenderaj;42.7467;20.7886;Kosovo;EU;XKS
Novobërdë;42.6178;21.4197;Kosovo;EU;XKS
Graçanicë;42.6011;21.1958;Kosovo;EU;XKS
Longyearbyen;78.2167;15.6333;Svalbard;EU;XSV
Al Quds;31.7764;35.2269;West Bank;AS;XWB
Sanaa;15.3547;44.2066;Yemen;AS;YEM
Marib;15.421;45.334;Yemen;AS;YEM
Al Jabīn;14.704;43.599;Yemen;AS;YEM
Hajjah;15.6917;43.6021;Yemen;AS;YEM
Ibb;13.9759;44.1709;Yemen;AS;YEM
Al Hudaydah;14.7979;42.953;Yemen;AS;YEM
Lahij;13.0582;44.8838;Yemen;AS;YEM
Al Maḩwīt;15.4701;43.5448;Yemen;AS;YEM
Taizz;13.6045;44.0394;Yemen;AS;YEM
Sadah;16.9398;43.8498;Yemen;AS;YEM
Dhamar;14.5575;44.3875;Yemen;AS;YEM
‘Amrān;15.6594;43.9439;Yemen;AS;YEM
Aḑ Ḑāli‘;13.6957;44.7314;Yemen;AS;YEM
Saywun;15.943;48.7873;Yemen;AS;YEM
Al Bayda;13.979;45.574;Yemen;AS;YEM
Zinjibār;13.1287;45.3807;Yemen;AS;YEM
Rida;14.4295;44.8341;Yemen;AS;YEM
'Ataq;14.55;46.8;Yemen;AS;YEM
Al Ghaydah;16.2394;52.1638;Yemen;AS;YEM
Sayhut;15.2105;51.2454;Yemen;AS;YEM
Al Mukalla;14.5412;49.1259;Yemen;AS;YEM
Al Ḩazm;16.1641;44.7769;Yemen;AS;YEM
Zabīd;14.1951;43.3155;Yemen;AS;YEM
Aden;12.7797;45.0095;Yemen;AS;YEM
Hadiboh;12.6519;54.0239;Yemen;AS;YEM
Ash Shihr;14.7593;49.6092;Yemen;AS;YEM
Dzaoudzi;-12.7871;45.275;Mayotte;AF;MYT
Lebowakgomo;-24.1996;29.5;South Africa;AF;ZAF
Potchefstroom;-26.6996;27.1;South Africa;AF;ZAF
Graaff Reinet;-32.3;24.54;South Africa;AF;ZAF
Rustenburg;-25.65;27.24;South Africa;AF;ZAF
Brandfort;-28.6996;26.47;South Africa;AF;ZAF
Vryheid;-27.76;30.79;South Africa;AF;ZAF
Vereeniging;-26.6496;27.96;South Africa;AF;ZAF
Brits;-25.6296;27.78;South Africa;AF;ZAF
Bethlehem;-28.2196;28.3;South Africa;AF;ZAF
Ubomba;-27.5661;32.0833;South Africa;AF;ZAF
Polokwane;-23.89;29.45;South Africa;AF;ZAF
Springbok;-29.6667;17.8833;South Africa;AF;ZAF
Thohoyandou;-22.95;30.48;South Africa;AF;ZAF
Pietermaritzburg;-29.61;30.39;South Africa;AF;ZAF
Poffader;-29.1329;19.3834;South Africa;AF;ZAF
Carnarvon;-30.9496;22.1333;South Africa;AF;ZAF
Kroonstad;-27.66;27.21;South Africa;AF;ZAF
Alexander Bay;-28.6083;16.5033;South Africa;AF;ZAF
Bloemhof;-27.6496;25.59;South Africa;AF;ZAF
Hermanus;-34.4096;19.2299;South Africa;AF;ZAF
Bethal;-26.4696;29.45;South Africa;AF;ZAF
Upington;-28.46;21.23;South Africa;AF;ZAF
Tzaneen;-23.8195;30.17;South Africa;AF;ZAF
Vanhynsdorp;-31.6166;18.7333;South Africa;AF;ZAF
Kimberley;-28.7468;24.77;South Africa;AF;ZAF
Durban;-29.865;30.98;South Africa;AF;ZAF
Klerksdorp;-26.88;26.62;South Africa;AF;ZAF
Welkom;-27.97;26.73;South Africa;AF;ZAF
De Aar;-30.65;24.0;South Africa;AF;ZAF
Prieska;-29.6595;22.73;South Africa;AF;ZAF
Saldanha;-33.01;17.93;South Africa;AF;ZAF
Middelburg;-31.5;25.01;South Africa;AF;ZAF
Port St. Johns;-31.6279;29.5283;South Africa;AF;ZAF
Volksrust;-27.3596;29.89;South Africa;AF;ZAF
Ulundi;-28.3296;31.41;South Africa;AF;ZAF
Beaufort West;-32.3496;22.57;South Africa;AF;ZAF
Komatipoort;-25.4096;31.94;South Africa;AF;ZAF
Nelspruit;-25.4745;30.9703;South Africa;AF;ZAF
Standerton;-26.9395;29.24;South Africa;AF;ZAF
Johannesburg;-26.17;28.03;South Africa;AF;ZAF
Kuruman;-27.4496;23.42;South Africa;AF;ZAF
Paarl;-33.6996;18.96;South Africa;AF;ZAF
Worcester;-33.64;19.4399;South Africa;AF;ZAF
Colesberg;-30.7195;25.1;South Africa;AF;ZAF
Umtata;-31.58;28.79;South Africa;AF;ZAF
Aliwal North;-30.6896;26.71;South Africa;AF;ZAF
Middelburg;-25.7596;29.47;South Africa;AF;ZAF
Springs;-26.2696;28.43;South Africa;AF;ZAF
Benoni;-26.1496;28.3299;South Africa;AF;ZAF
Port Shepstone;-30.7195;30.46;South Africa;AF;ZAF
Oudtshoorn;-33.58;22.19;South Africa;AF;ZAF
Port Elizabeth;-33.97;25.6;South Africa;AF;ZAF
Port Alfred;-33.5995;26.88;South Africa;AF;ZAF
East London;-32.97;27.87;South Africa;AF;ZAF
Mossel Bay;-34.17;22.13;South Africa;AF;ZAF
Vryburg;-26.96;24.73;South Africa;AF;ZAF
Uitenhage;-33.7596;25.39;South Africa;AF;ZAF
Bhisho;-32.87;27.39;South Africa;AF;ZAF
Knysna;-34.0329;23.0333;South Africa;AF;ZAF
Queenstown;-31.8996;26.88;South Africa;AF;ZAF
Cradock;-32.1995;25.61;South Africa;AF;ZAF
Bredasdorp;-34.5295;20.03;South Africa;AF;ZAF
Swellendam;-34.0196;20.43;South Africa;AF;ZAF
Ladysmith;-28.5495;29.78;South Africa;AF;ZAF
George;-33.95;22.45;South Africa;AF;ZAF
Grahamstown;-33.2996;26.52;South Africa;AF;ZAF
Mmabatho;-25.83;25.61;South Africa;AF;ZAF
Mahikeng;-25.8652;25.6442;South Africa;AF;ZAF
Musina;-22.34;30.03;South Africa;AF;ZAF
Pretoria;-25.7069;28.2294;South Africa;AF;ZAF
Bloemfontein;-29.12;26.2299;South Africa;AF;ZAF
Cape Town;-33.92;18.435;South Africa;AF;ZAF
Zambezi;-13.54;23.1099;Zambia;AF;ZMB
Solwezi;-12.1796;26.4;Zambia;AF;ZMB
Lusaka;-15.4166;28.2833;Zambia;AF;ZMB
Kaoma;-14.7796;24.8;Zambia;AF;ZMB
Chipata;-13.6296;32.64;Zambia;AF;ZMB
Senanga;-16.1196;23.27;Zambia;AF;ZMB
Sesheke;-17.4695;24.3;Zambia;AF;ZMB
Chililabombwe;-12.3696;27.82;Zambia;AF;ZMB
Chingola;-12.5396;27.85;Zambia;AF;ZMB
Kasempa;-13.4596;25.82;Zambia;AF;ZMB
Kitwe;-12.81;28.22;Zambia;AF;ZMB
Mufulira;-12.55;28.26;Zambia;AF;ZMB
Nchelenge;-9.3496;28.73;Zambia;AF;ZMB
Mazabuka;-15.86;27.76;Zambia;AF;ZMB
Lukulu;-14.3896;23.24;Zambia;AF;ZMB
Kafue;-15.78;28.18;Zambia;AF;ZMB
Lundazi;-12.2895;33.17;Zambia;AF;ZMB
Mansa;-11.2;28.89;Zambia;AF;ZMB
Mwinilunga;-11.7396;24.44;Zambia;AF;ZMB
Mumbwa;-14.9796;27.07;Zambia;AF;ZMB
Kalabo;-14.9896;22.68;Zambia;AF;ZMB
Nyimba;-14.5495;30.81;Zambia;AF;ZMB
Kapiri Mposhi;-13.9696;28.66;Zambia;AF;ZMB
Kabwe;-14.44;28.45;Zambia;AF;ZMB
Ndola;-12.9999;28.65;Zambia;AF;ZMB
Kasama;-10.1996;31.1799;Zambia;AF;ZMB
Mbala;-8.84;31.37;Zambia;AF;ZMB
Kawambwa;-9.7795;29.08;Zambia;AF;ZMB
Luanshya;-13.1333;28.4;Zambia;AF;ZMB
Mongu;-15.2796;23.12;Zambia;AF;ZMB
Mpika;-11.83;31.46;Zambia;AF;ZMB
Chinsali;-10.5496;32.06;Zambia;AF;ZMB
Livingstone;-17.86;25.86;Zambia;AF;ZMB
Choma;-16.8095;26.97;Zambia;AF;ZMB
Plumtree;-20.4795;27.82;Zimbabwe;AF;ZWE
Kariba;-16.5296;28.8;Zimbabwe;AF;ZWE
Hwange;-18.37;26.5;Zimbabwe;AF;ZWE
Chiredzi;-21.0496;31.66;Zimbabwe;AF;ZWE
Mazowe;-17.5196;30.97;Zimbabwe;AF;ZWE
Zvishavane;-20.3296;30.05;Zimbabwe;AF;ZWE
Shamva;-17.3196;31.57;Zimbabwe;AF;ZWE
Harare;-17.8178;31.0447;Zimbabwe;AF;ZWE
Kwekwe;-18.9296;29.8;Zimbabwe;AF;ZWE
Kadoma;-18.33;29.9099;Zimbabwe;AF;ZWE
Beitbridge;-22.2096;29.99;Zimbabwe;AF;ZWE
Karoi;-16.8196;29.68;Zimbabwe;AF;ZWE
Victoria Falls;-17.9296;25.84;Zimbabwe;AF;ZWE
Chitungwiza;-18.0;31.1;Zimbabwe;AF;ZWE
Bindura;-17.3019;31.3306;Zimbabwe;AF;ZWE
Lupane;-18.9315;27.807;Zimbabwe;AF;ZWE
Marondera;-18.1853;31.5519;Zimbabwe;AF;ZWE
Masvingo;-20.0596;30.82;Zimbabwe;AF;ZWE
Mutare;-18.97;32.65;Zimbabwe;AF;ZWE
Bulawayo;-20.17;28.58;Zimbabwe;AF;ZWE
Chinhoyi;-17.3596;30.18;Zimbabwe;AF;ZWE
Gwanda;-20.9396;29.01;Zimbabwe;AF;ZWE
Gweru;-19.45;29.82;Zimbabwe;AF;ZWE
Maqat;47.6482;53.3265;Kazakhstan;AS;KAZ
Zhangaozen;43.3004;52.8;Kazakhstan;AS;KAZ
Taraz;42.9;71.365;Kazakhstan;AS;KAZ
Oral;51.2711;51.335;Kazakhstan;AS;KAZ
Balqash;46.8532;74.9502;Kazakhstan;AS;KAZ
Zaysan;47.4752;84.8598;Kazakhstan;AS;KAZ
Oytal;42.9153;73.2549;Kazakhstan;AS;KAZ
Zholymbet;51.7502;71.7099;Kazakhstan;AS;KAZ
Serebryansk;49.6999;83.4249;Kazakhstan;AS;KAZ
Chapaev;50.1915;51.1449;Kazakhstan;AS;KAZ
Ridder;50.3554;83.5149;Kazakhstan;AS;KAZ
Zhaltyr;51.6324;69.8328;Kazakhstan;AS;KAZ
Atbasar;51.8219;68.3477;Kazakhstan;AS;KAZ
Aqsay;51.1714;53.0349;Kazakhstan;AS;KAZ
Shemonaikha;50.6316;81.905;Kazakhstan;AS;KAZ
Atasu;48.6903;71.6499;Kazakhstan;AS;KAZ
Rudny;52.9527;63.13;Kazakhstan;AS;KAZ
Makhambet;47.6714;51.5798;Kazakhstan;AS;KAZ
Fort Shevchenko;44.5171;50.2666;Kazakhstan;AS;KAZ
Qusmuryn;52.458;64.6;Kazakhstan;AS;KAZ
Oktyabrsk;49.4731;57.4449;Kazakhstan;AS;KAZ
Khromtau;50.2699;58.45;Kazakhstan;AS;KAZ
Algha;49.9032;57.335;Kazakhstan;AS;KAZ
Embi;48.8268;58.1442;Kazakhstan;AS;KAZ
Ushtobe;45.2653;77.97;Kazakhstan;AS;KAZ
Burylbaytal;44.9387;74.0303;Kazakhstan;AS;KAZ
Zhanibek;49.4276;46.8772;Kazakhstan;AS;KAZ
Esil;51.957;66.3775;Kazakhstan;AS;KAZ
Derzhavinsk;51.1021;66.3075;Kazakhstan;AS;KAZ
Saryshaghan;46.1195;73.6191;Kazakhstan;AS;KAZ
Turgay;49.626;63.499;Kazakhstan;AS;KAZ
Sarqan;45.4203;79.9149;Kazakhstan;AS;KAZ
Arqalyq;50.2418;66.8976;Kazakhstan;AS;KAZ
Shalqar;47.8363;59.6141;Kazakhstan;AS;KAZ
Shieli;44.167;66.75;Kazakhstan;AS;KAZ
Bayghanin;48.6917;55.874;Kazakhstan;AS;KAZ
Zhezqazghan;47.78;67.77;Kazakhstan;AS;KAZ
Mangyshlak;43.6905;51.1417;Kazakhstan;AS;KAZ
Zhosaly;45.4877;64.078;Kazakhstan;AS;KAZ
Beyneu;45.1834;55.1;Kazakhstan;AS;KAZ
Qazaly;45.7628;62.1075;Kazakhstan;AS;KAZ
Aral;46.8;61.6666;Kazakhstan;AS;KAZ
Ayakoz;47.9647;80.4297;Kazakhstan;AS;KAZ
Urzhar;47.1002;81.6048;Kazakhstan;AS;KAZ
Qapshaghay;43.8844;77.0687;Kazakhstan;AS;KAZ
Esik;43.3691;77.4438;Kazakhstan;AS;KAZ
Qaratau;43.1854;70.46;Kazakhstan;AS;KAZ
Sharbaqty;52.4999;78.1499;Kazakhstan;AS;KAZ
Oostanay;53.2209;63.6283;Kazakhstan;AS;KAZ
Kachiry;53.0804;76.09;Kazakhstan;AS;KAZ
Kishkenekol;53.6368;72.3414;Kazakhstan;AS;KAZ
Bulaevo;54.9053;70.44;Kazakhstan;AS;KAZ
Shonzhy;43.5421;79.4703;Kazakhstan;AS;KAZ
Qyzylorda;44.8;65.465;Kazakhstan;AS;KAZ
Qaraghandy;49.885;73.115;Kazakhstan;AS;KAZ
Ertis;53.3453;75.4499;Kazakhstan;AS;KAZ
Tayynsha;53.8481;69.7638;Kazakhstan;AS;KAZ
Qulan;42.9204;72.705;Kazakhstan;AS;KAZ
Shu;43.5953;73.7448;Kazakhstan;AS;KAZ
Kentau;43.5165;68.5199;Kazakhstan;AS;KAZ
Oskemen;49.99;82.6149;Kazakhstan;AS;KAZ
Aqtau;43.6232;51.2365;Kazakhstan;AS;KAZ
Taldyqorghan;45.0;78.4;Kazakhstan;AS;KAZ
Astana;51.1811;71.4278;Kazakhstan;AS;KAZ
Aqtobe;50.28;57.17;Kazakhstan;AS;KAZ
Kokshetau;53.3;69.42;Kazakhstan;AS;KAZ
Petropavlovsk;54.88;69.22;Kazakhstan;AS;KAZ
Pavlodar;52.3;76.95;Kazakhstan;AS;KAZ
Otar;43.5346;75.2139;Kazakhstan;AS;KAZ
Almaty;43.325;76.915;Kazakhstan;AS;KAZ
Bestobe;52.4997;73.0997;Kazakhstan;AS;KAZ
Arys;42.4369;68.8048;Kazakhstan;AS;KAZ
Lenger;42.1899;69.8799;Kazakhstan;AS;KAZ
Aqsu;52.4502;71.9597;Kazakhstan;AS;KAZ
Temirtau;50.065;72.965;Kazakhstan;AS;KAZ
Makinsk;52.6404;70.41;Kazakhstan;AS;KAZ
Osakarovka;50.5799;72.5699;Kazakhstan;AS;KAZ
Qarqaraly;49.4249;75.4649;Kazakhstan;AS;KAZ
Ekibastuz;51.73;75.3199;Kazakhstan;AS;KAZ
Zyryanovsk;49.7453;84.2548;Kazakhstan;AS;KAZ
Komsomolets;53.7506;62.0502;Kazakhstan;AS;KAZ
Baykonur;45.6914;63.2413;Kazakhstan;AS;KAZ
Erymentau;51.6303;73.1049;Kazakhstan;AS;KAZ
Qarazhal;48.0253;70.7999;Kazakhstan;AS;KAZ
Tobol;52.698;62.5749;Kazakhstan;AS;KAZ
Shar;49.6003;81.0549;Kazakhstan;AS;KAZ
Semey;50.435;80.275;Kazakhstan;AS;KAZ
Boralday;43.3341;76.8288;Kazakhstan;AS;KAZ
Zhetiqara;52.193;61.2399;Kazakhstan;AS;KAZ
Aqadyr;48.2749;72.8599;Kazakhstan;AS;KAZ
Zharkent;44.1616;79.9801;Kazakhstan;AS;KAZ
Qulsary;46.9833;54.0165;Kazakhstan;AS;KAZ
Balyqshy;47.0666;51.8666;Kazakhstan;AS;KAZ
Atyrau;47.1127;51.92;Kazakhstan;AS;KAZ
Shymkent;42.32;69.595;Kazakhstan;AS;KAZ
Turkistan;43.3016;68.2549;Kazakhstan;AS;KAZ
Xiangkhoang;19.3337;103.3666;Laos;AS;LAO
Muang Phônsavan;19.45;103.2167;Laos;AS;LAO
Vientiane;17.9667;102.6;Laos;AS;LAO
Ban Houayxay;20.2775;100.4128;Laos;AS;LAO
Muang Phôn-Hông;18.4957;102.4142;Laos;AS;LAO
Louang Namtha;20.95;101.4167;Laos;AS;LAO
Phongsali;21.6833;102.1;Laos;AS;LAO
Thakhek;17.4112;104.8361;Laos;AS;LAO
Muang Pakxan;18.3826;103.6586;Laos;AS;LAO
Louangphrabang;19.8845;102.1416;Laos;AS;LAO
Xaignabouri;19.2505;101.7501;Laos;AS;LAO
Savannakhet;16.5376;104.773;Laos;AS;LAO
Lamam;15.4171;106.6946;Laos;AS;LAO
Pakxe;15.1221;105.8183;Laos;AS;LAO
Attapu;14.808;106.839;Laos;AS;LAO
Xam Nua;20.4167;104.0333;Laos;AS;LAO
Muang Xai;20.6923;101.9847;Laos;AS;LAO
Saravan;15.716;106.427;Laos;AS;LAO
Champasak;14.8833;105.8667;Laos;AS;LAO
Beirut;33.872;35.5097;Lebanon;AS;LBN
Zahlé;33.8501;35.9042;Lebanon;AS;LBN
Baalbek;34.0058;36.2181;Lebanon;AS;LBN
B'abda;33.8333;35.5333;Lebanon;AS;LBN
Halba;34.5428;36.0797;Lebanon;AS;LBN
Saida;33.563;35.3688;Lebanon;AS;LBN
Nabatiye et Tahta;33.3833;35.45;Lebanon;AS;LBN
Trablous;34.42;35.87;Lebanon;AS;LBN
Castries;14.002;-61.0;Saint Lucia;NA;LCA
Gamprin;47.2197;9.5113;Liechtenstein;EU;LIE
Triesenberg;47.1182;9.5444;Liechtenstein;EU;LIE
Schaan;47.1661;9.5096;Liechtenstein;EU;LIE
Ruggell;47.2408;9.5247;Liechtenstein;EU;LIE
Mauren;47.2205;9.5426;Liechtenstein;EU;LIE
Eschen;47.2109;9.5216;Liechtenstein;EU;LIE
Triesen;47.1101;9.524;Liechtenstein;EU;LIE
Balzers;47.0667;9.5025;Liechtenstein;EU;LIE
Vaduz;47.1337;9.5167;Liechtenstein;EU;LIE
Planken;47.1844;9.5436;Liechtenstein;EU;LIE
Schellenberg;47.2325;9.5463;Liechtenstein;EU;LIE
Colombo;6.932;79.8578;Sri Lanka;AS;LKA
Ratnapura;6.693;80.386;Sri Lanka;AS;LKA
Matara;5.949;80.5428;Sri Lanka;AS;LKA
Sri Jawewardenepura Kotte;6.9;79.95;Sri Lanka;AS;LKA
Moratuwa;6.7804;79.88;Sri Lanka;AS;LKA
Anuradhapura;8.35;80.3833;Sri Lanka;AS;LKA
Galle;6.03;80.24;Sri Lanka;AS;LKA
Puttalan;8.033;79.826;Sri Lanka;AS;LKA
Kandy;7.28;80.67;Sri Lanka;AS;LKA
Badulla;6.9837;81.0499;Sri Lanka;AS;LKA
Trincomalee;8.569;81.233;Sri Lanka;AS;LKA
Kilinochchi;9.4004;80.3999;Sri Lanka;AS;LKA
Batticaloa;7.717;81.7;Sri Lanka;AS;LKA
Jaffna;9.675;80.005;Sri Lanka;AS;LKA
Bopolu;7.0667;-10.4875;Liberia;AF;LBR
Voinjama;8.4167;-9.75;Liberia;AF;LBR
Robertsport;6.7533;-11.3686;Liberia;AF;LBR
Buchanan;5.9161;-10.0525;Liberia;AF;LBR
Monrovia;6.3106;-10.8048;Liberia;AF;LBR
Tubmanburg;6.8706;-10.8211;Liberia;AF;LBR
Buchanan;5.8811;-10.0447;Liberia;AF;LBR
Zwedru;6.0704;-8.13;Liberia;AF;LBR
Barclayville;4.8;-8.1667;Liberia;AF;LBR
Rivercess;5.465;-9.578;Liberia;AF;LBR
Fish Town;5.1974;-7.8758;Liberia;AF;LBR
Gbarnga;7.0104;-9.49;Liberia;AF;LBR
Kakata;6.526;-10.349;Liberia;AF;LBR
Sanniquellie;7.371;-8.685;Liberia;AF;LBR
Greenville;5.0111;-9.0388;Liberia;AF;LBR
Bensonville;6.4333;-10.6;Liberia;AF;LBR
Harper;4.3754;-7.717;Liberia;AF;LBR
Maseru;-29.3167;27.4833;Lesotho;AF;LSO
Mokhotlong;-29.291;29.078;Lesotho;AF;LSO
Thaba-Tseka;-29.522;28.6084;Lesotho;AF;LSO
Moyeni;-30.411;27.716;Lesotho;AF;LSO
Qacha’s Nek;-30.1154;28.6894;Lesotho;AF;LSO
Mafetang;-29.8166;27.25;Lesotho;AF;LSO
Hlotse;-28.878;28.056;Lesotho;AF;LSO
Teyateyaneng;-29.153;27.753;Lesotho;AF;LSO
Mohales Hoek;-30.159;27.48;Lesotho;AF;LSO
Butha-Buthe;-28.75;28.25;Lesotho;AF;LSO
Klaipėda;55.7204;21.1199;Lithuania;EU;LTU
Palanga;55.9203;21.071;Lithuania;EU;LTU
Nida;55.3086;20.9965;Lithuania;EU;LTU
Kretinga;55.8888;21.2445;Lithuania;EU;LTU
Tauragė;55.2522;22.2897;Lithuania;EU;LTU
Šilutė;55.3453;21.4733;Lithuania;EU;LTU
Rietavas;55.7271;21.9234;Lithuania;EU;LTU
Plungė;55.9077;21.8456;Lithuania;EU;LTU
Šilalė;55.4898;22.1869;Lithuania;EU;LTU
Visaginas;55.5968;26.4398;Lithuania;EU;LTU
Zarasai;55.7322;26.2512;Lithuania;EU;LTU
Ignalina;55.3406;26.1605;Lithuania;EU;LTU
Utena;55.4976;25.5992;Lithuania;EU;LTU
Švenčionys;55.133;26.1595;Lithuania;EU;LTU
Rokiškis;55.9587;25.5947;Lithuania;EU;LTU
Molėtai;55.2247;25.4169;Lithuania;EU;LTU
Šalčininkai;54.3086;25.3868;Lithuania;EU;LTU
Vilnius;54.6834;25.3166;Lithuania;EU;LTU
Kupiškis;55.8401;24.9803;Lithuania;EU;LTU
Trakai;54.6399;24.936;Lithuania;EU;LTU
Biržai;56.1986;24.7521;Lithuania;EU;LTU
Anykščiai;55.5246;25.1066;Lithuania;EU;LTU
Telšiai;55.9831;22.2343;Lithuania;EU;LTU
Kelmė;55.6301;22.9349;Lithuania;EU;LTU
Marijampolė;54.5599;23.3541;Lithuania;EU;LTU
Lazdijai;54.2333;23.5147;Lithuania;EU;LTU
Šakiai;54.9534;23.0478;Lithuania;EU;LTU
Radviliškis;55.8111;23.5411;Lithuania;EU;LTU
Šiauliai;55.9386;23.325;Lithuania;EU;LTU
Birštonas;54.6048;24.0311;Lithuania;EU;LTU
Druskininkai;54.0157;23.987;Lithuania;EU;LTU
Kėdainiai;55.2878;23.9727;Lithuania;EU;LTU
Alytus;54.3964;24.0414;Lithuania;EU;LTU
Prienai;54.636;23.9458;Lithuania;EU;LTU
Elektrėnai;54.7863;24.6626;Lithuania;EU;LTU
Kaunas;54.9504;23.88;Lithuania;EU;LTU
Jonava;55.0801;24.2754;Lithuania;EU;LTU
Kaišiadorys;54.8653;24.4682;Lithuania;EU;LTU
Panevežys;55.74;24.37;Lithuania;EU;LTU
Joniškis;56.2394;23.6154;Lithuania;EU;LTU
Kazlų Rūda;54.7497;23.495;Lithuania;EU;LTU
Vilkaviškis;54.648;23.0305;Lithuania;EU;LTU
Pasvalys;56.0625;24.3997;Lithuania;EU;LTU
Pakruojis;55.9789;23.8551;Lithuania;EU;LTU
Raseiniai;55.3797;23.1239;Lithuania;EU;LTU
Pagėgiai;55.1379;21.9138;Lithuania;EU;LTU
Jurbarkas;55.0756;22.7642;Lithuania;EU;LTU
Kalvarija;54.4172;23.2283;Lithuania;EU;LTU
Širvintos;55.044;24.9545;Lithuania;EU;LTU
Skuodas;56.2706;21.5321;Lithuania;EU;LTU
Mažeikiai;56.3122;22.3265;Lithuania;EU;LTU
Akmenė;56.25;22.75;Lithuania;EU;LTU
Ukmergė;55.2494;24.7636;Lithuania;EU;LTU
Varėna;54.2155;24.5754;Lithuania;EU;LTU
Capellen;49.645;5.9908;Luxembourg;EU;LUX
Esch-sur-Alzette;49.4958;5.9806;Luxembourg;EU;LUX
Remich;49.545;6.3669;Luxembourg;EU;LUX
Echternach;49.8056;6.4222;Luxembourg;EU;LUX
Mersch;49.7489;6.1061;Luxembourg;EU;LUX
Redange-sur-Attert;49.7656;5.8908;Luxembourg;EU;LUX
Vianden;49.935;6.2089;Luxembourg;EU;LUX
Wiltz;49.9689;5.9319;Luxembourg;EU;LUX
Clervaux;50.0547;6.0314;Luxembourg;EU;LUX
Diekirch;49.8833;6.1667;Luxembourg;EU;LUX
Grevenmacher;49.7;6.3333;Luxembourg;EU;LUX
Luxembourg;49.6117;6.13;Luxembourg;EU;LUX
Auce;56.4611;22.9028;Latvia;EU;LVA
Daugavpils;55.88;26.51;Latvia;EU;LVA
Jēkabpils;56.4833;25.85;Latvia;EU;LVA
Salacgrīva;57.7531;24.359;Latvia;EU;LVA
Ventspils;57.3899;21.5606;Latvia;EU;LVA
Dundaga;57.505;22.3504;Latvia;EU;LVA
Jaunjelgava;56.6132;25.0832;Latvia;EU;LVA
Nereta;56.2044;25.3077;Latvia;EU;LVA
Alsunga;56.9801;21.564;Latvia;EU;LVA
Kuldīga;56.969;21.968;Latvia;EU;LVA
Pāvilosta;56.8898;21.1817;Latvia;EU;LVA
Piņķi;56.9419;23.9137;Latvia;EU;LVA
Ādaži;57.0705;24.3371;Latvia;EU;LVA
Kandava;57.0389;22.7724;Latvia;EU;LVA
Roja;57.5015;22.8088;Latvia;EU;LVA
Carnikava;57.1293;24.2842;Latvia;EU;LVA
Garkalne;57.0449;24.4195;Latvia;EU;LVA
Saulkrasti;57.2599;24.4189;Latvia;EU;LVA
Smārde;56.9533;23.3387;Latvia;EU;LVA
Mērsrags;57.3364;23.1235;Latvia;EU;LVA
Talsi;57.2465;22.5876;Latvia;EU;LVA
Jūrmala;56.9567;23.7233;Latvia;EU;LVA
Mārupe;56.9032;24.0467;Latvia;EU;LVA
Ulbroka;56.9363;24.3039;Latvia;EU;LVA
Zilupe;56.386;28.1218;Latvia;EU;LVA
Ludza;56.5396;27.7189;Latvia;EU;LVA
Dagda;56.0961;27.5328;Latvia;EU;LVA
Baltinava;56.9439;27.644;Latvia;EU;LVA
Cibla;56.5498;27.8837;Latvia;EU;LVA
Kārsava;56.7874;27.6732;Latvia;EU;LVA
Riga;56.95;24.1;Latvia;EU;LVA
Krāslava;55.8969;27.172;Latvia;EU;LVA
Limbaži;57.513;24.724;Latvia;EU;LVA
Preiļi;56.294;26.7248;Latvia;EU;LVA
